,"Q59_When schools reopen, would you still listen to radio lessons?",Q60_Why or why not?
1866,No,Because I will not have time to listen to as lessons in the class will need presence.
1867,No,There is going to be no time to listen as school activities will be many to attend to.
1868,Yes,I shall continue listening to radio lessons though the school is opened.
1869,Yes,Because of CoVID 19 awareness.
1870,,
1871,Yes,Because can give additional knowledge.
1872,Yes,Additional information
1873,Yes,I can get some information from radio
1874,Yes,Additional knowledge
1875,,
1876,,
1877,,
1878,,
1879,,
1880,,
1881,,
1882,,
1883,,
1884,,
1885,,
1886,,
1887,,
1888,,
1889,No,Because school will open
1890,No,Less lessons compare to school
1891,No,I will not have enough time
1892,No,Because i will be busy in school
1893,No,I will depend on school lessons
1894,No,Because i will focus on school
1895,No,Because school re open
1896,,
1897,,
1898,,
1899,,
1900,,
1901,,
1902,,
1903,,
1904,No,Because i will depend on teachers
1905,No,Because i will not have enough time
1906,No,Because i will be busy at school
1907,No,Because i will depend on teachers
1908,Yes,Because i get more knowledge
1909,,
1910,,
1911,,
1912,Yes,Listening help get a lot of information and knowledge
1913,,
1914,,
1915,,
1916,,
1917,,
1918,,
1919,,
1920,,
1921,,
1922,,
1923,,
1924,,
1925,,
1926,,
1927,,
1928,,
1929,,
1930,,
1931,,
1932,,
1933,,
1934,,
1935,,
1936,No,Because I will be busy some where
1937,,
1938,Yes,In order to follow the lesson
1939,,
1940,,
1941,No,Busy at home
1942,Yes,Because it is good for information.
1943,No,Because school has been opened.
1944,Yes,Because it is still helpful to me.
1945,Yes,Because it is educative.
1946,,
1947,,
1948,No,I will be busy in the school
1949,,
1950,,
1951,No,Because the teachers and students are already in the school
1952,No,Because the learners are already in the school
1953,No,My teachers are in the school to help me
1954,No,The teachers are in the school to teach
1955,Yes,I like it so much
1956,No,I will be busy in the school
1957,Yes,In order to gain more knowledge
1958,No,The teachers are in the school to teach
1959,Yes,It keeps updating the learners
1960,,
1961,No,The teachers are already on the ground to help the learners
1962,Yes,It keeps me updated
1963,Yes,To get more knowledge
1964,,
1965,,
1966,,
1967,,
1968,,
1969,,
1970,Yes,Gain new information
1971,No,I don't have enough time
1972,,
1973,,
1974,,
1975,Yes,To gain more knowledge and skills.
1976,No,I will be busy with my books
1977,,
1978,,
1979,,
1980,Yes,To gain more knowledge
1981,,
1982,Yes,To keep me updated with new skills
1983,,
1984,No,I'm not understanding the lesson
1985,,
1986,No,The teachers are already on the ground to teach
1987,,
1988,No,No time
1989,,
1990,No,The teachers are in the school to teach
1991,,
1992,,
1993,,
1994,,
1995,,
1996,,
1997,,
1998,,
1999,,
2000,,
2001,,
2002,,
2003,,
2004,,
2005,,
2006,,
2007,,
2008,,
2009,,
2010,,
2011,,
2012,,
2013,,
2014,,
2015,,
2016,,
2017,,
2018,No,There may no time
2019,,
2020,,
2021,,
2022,,
2023,,
2024,Yes,because   I can still  another  informations from radio 
2025,,
2026,No,The teachers are already in the schools to teach the lesson
2027,,
2028,,
2029,,
2030,,
2031,No,The teachers are already in the school to teach
2032,No,My teachers are already in the schools
2033,No,I haven't been listening
2034,,
2035,,
2036,,
2037,,
2038,,
2039,,
2040,,
2041,Yes,Just for knowledge purpose
2042,Yes,This gives more improvement
2043,,
2044,,
2045,,
2046,No,Children will be moving to school
2047,,
2048,Yes,It will samplement on what the school will provide
2049,Yes,It will samplement on what the teachers will give
2050,,
2051,,
2052,,
2053,,
2054,,
2055,,
2056,Yes,To add on the school assignment
2057,Yes,I will follow during my free time 
2058,No,They will be  concentrating with classes 
2059,No,This questions are for students
2060,Yes,I have different programs and related to thesame programs 
2061,,
2062,,
2063,Yes,To listen in free time
2064,No,Because I have resume to my normal studies.
2065,Yes,Ti add my knowledge 
2066,Yes,To add my knowledge 
2067,No,She has resume back for her learning no need for radio again.
2068,,
2069,No,Because Schools are reopened.
2070,No,Because Schools are reopened.
2071,No,What is going to be thought on radio I will get it physical 
2072,,
2073,No,Because Schools are reopened.
2074,,
2075,No,Because Schools are reopened.
2076,,
2077,,
2078,No,Because Schools are reopened.
2079,,
2080,Yes,It keeps updating me
2081,No,The teachers are already in schools
2082,No,Because the teachers are already in the schools to teach
2083,No,The teachers are already in the school to teach
2084,No,The teachers are already in the school to teach
2085,No,The teachers are already in the schools to teach
2086,Yes,To make have additional lessons
2087,,
2088,,
2089,No,They shall go the class direct
2090,Yes,To help me learn faster
2091,Yes,It shall work as additional lessons
2092,,
2093,Yes,It help improve my English and listening
2094,No,The teachers are already in the schools to teach
2095,No,The teachers are already in the schools to teach
2096,,
2097,,
2098,,
2099,,
2100,,
2101,,
2102,,
2103,,
2104,,
2105,,
2106,,
2107,,
2108,,
2109,,
2110,,
2111,,
2112,,
2113,,
2114,,
2115,,
2116,,
2117,,
2118,,
2119,,
2120,,
2121,,
2122,,
2123,No,I will depend on school
2124,,
2125,Yes,So that i get enough knowledge
2126,,
2127,Yes,Because i will acquire more knowledge
2128,Yes,So that i acquire knowledge
2129,Yes,Because u will get enough knowledge
2130,Yes,Because i will get more news
2131,No,Because school open
2132,No,I will be busy
2133,No,I will have no time
2134,No,Because i will be busy
2135,Yes,So that i get more knowledge
2136,No,Because school open
2137,No,I will be busy in school
2138,No,I will be busy
2139,Yes,Because to increase my information 
2140,,
2141,No,Because no needs of  listen radios again 
2142,No,Because I will be engage by school activities 
2143,No,Because I will concentrate in school
2144,No,Because I will engaged in school 
2145,Yes,Because its very good 
2146,Yes,To add more 
2147,,
2148,,
2149,Yes,Because of getting more information
2150,Yes,Getting more information 
2151,No,No time 
2152,Yes,Add more information 
2153,Yes,Peter want to cover many thing 
2154,Yes,Add more information 
2155,Yes,Because add more information 
2156,No,Because I will be engaged by teachers 
2157,Yes,Add more information 
2158,Yes,Getting more knowledge 
2159,Yes,More information 
2160,,
2161,No,I will depend on teacher 
2162,No,School is open 
2163,No,Getting more 
2164,Yes,To add some information 
2165,Yes,I can get some update 
2166,,
2167,,
2168,,
2169,Yes,Because I want to information
2170,No,Because teacher can teaches 
2171,Yes,Because I want to have different information 
2172,No,I will only read my books 
2173,No,I will be at school
2174,No,I will be at school 
2175,No,I will depend on school 
2176,No,I will depend on  school
2177,Yes,To get more 
2178,Yes,To add more 
2179,,
2180,,
2181,,
2182,,
2183,No,Because no need to wast money for buying radios while schools are working
2184,,
2185,Yes,Because it increases my knowledge
2186,,
2187,,
2188,,
2189,,
2190,,
2191,,
2192,Yes,Because radio itself educates people
2193,,
2194,,
2195,,
2196,,
2197,,
2198,,
2199,,
2200,,
2201,,
2202,,
2203,,
2204,,
2205,,
2206,,
2207,,
2208,,
2209,,
2210,,
2211,,
2212,,
2213,,
2214,,
2215,,
2216,,
2217,,
2218,,
2219,,
2220,,
2221,,
2222,,
2223,,
2224,,
2225,,
2226,,
2227,,
2228,,
2229,,
2230,,
2231,,
2232,,
2233,,
2234,,
2235,,
2236,,
2237,,
2238,,
2239,,
2240,,
2241,,
2242,,
2243,,
2244,,
2245,,
2246,,
2247,,
2248,,
2249,,
2250,,
2251,,
2252,,
2253,,
2254,,
2255,,
2256,,
2257,,
2258,,
2259,,
2260,,
2261,,
2262,,
2263,,
2264,,
2265,,
2266,,
2267,,
2268,,
2269,,
2270,,
2271,,
2272,,
2273,,
2274,,
2275,No,I will have no time to tune
2276,,
2277,,
2278,,
2279,,
2280,,
2281,,
2282,,
2283,,
2284,,
2285,,
2286,,
2287,,
2288,,
2289,,
2290,,
2291,,
2292,,
2293,,
2294,,
2295,,
2296,,
2297,,
2298,,
2299,,
2300,,
2301,,
2302,,
2303,,
2304,,
2305,,
2306,,
2307,,
2308,,
2309,,
2310,,
2311,,
2312,,
2313,,
2314,,
2315,,
2316,,
2317,,
2318,,
2319,No,The teachers are already in the school to teach
2320,,
2321,,
2322,,
2323,,
2324,,
2325,,
2326,,
2327,,
2328,,
2329,,
2330,,
2331,,
2332,,
2333,,
2334,,
2335,,
2336,,
2337,,
2338,,
2339,,
2340,,
2341,,
2342,,
2343,,
2344,,
2345,,
2346,,
2347,,
2348,,
2349,,
2350,,
2351,,
2352,Yes,Am interesting on lessons over radio
2353,,
2354,,
2355,,
2356,Yes,Continue learning lessons
2357,,
2358,Yes,To learn other things over radio
2359,Yes,To be connected with the world
2360,,
2361,,
2362,Yes,To collect more information about the world
2363,,
2364,Yes,I like listening good things to learn
2365,,
2366,,
2367,,
2368,Yes,I want to learn more things about the world
2369,Yes,To listen from across the country
2370,,
2371,,
2372,,
2373,No,"I will focus on school since i don,t have radio to continue listening"
2374,,
2375,Yes,I want to learn more things about the world
2376,,
2377,,
2378,Yes,To be connected to world
2379,,
2380,,
2381,,
2382,,
2383,,
2384,,
2385,,
2386,,
2387,,
2388,,
2389,,
2390,,
2391,,
2392,,
2393,,
2394,,
2395,,
2396,,
2397,,
2398,,
2399,,
2400,,
2401,,
2402,,
2403,,
2404,,
2405,,
2406,,
2407,,
2408,,
2409,,
2410,,
2411,,
2412,,
2413,,
2414,,
2415,,
2416,Yes,To add more knowledge
2417,,
2418,,
2419,,
2420,,
2421,,
2422,,
2423,,
2424,,
2425,,
2426,Yes,So that it also helps teacher who haven't completed senior four.
2427,,
2428,Yes,To get additional information
2429,No,I want to see a teacher before me.
2430,,
2431,,
2432,,
2433,,
2434,,
2435,,
2436,,
2437,,
2438,,
2439,Yes,To get wider knowledge.
2440,Yes,I want to practice my knowledge because am tired down by responsibility
2441,,
2442,Yes,It is helping me at home
2443,,
2444,,
2445,,
2446,,
2447,,
2448,,
2449,No,I concentrate in school
2450,,
2451,,
2452,,
2453,,
2454,,
2455,,
2456,,
2457,,
2458,,
2459,,
2460,,
2461,,
2462,,
2463,,
2464,,
2465,,
2466,,
2467,,
2468,,
2469,,
2470,,
2471,,
2472,,
2473,,
2474,,
2475,No,I will be in the class
2476,No,No time 
2477,,
2478,,
2479,,
2480,Yes,To improve my performance
2481,Yes,To get More knowledge
2482,Yes,To improve my performance
2483,,
2484,No,I will attend classes 
2485,Yes,To get more knowledge from radio
2486,Yes,To gain more information
2487,,
2488,Yes,To improve my performance
2489,,
2490,,
2491,Yes,I like to continue benefing from expiring teachers
2492,Yes,I really enjoyed the radio lessons because most the teachers are professionals
2493,No,"I'm sick of it. In contrast, young children find it very difficult to understand the lessons on radios.they lack listening skills over visual learninh."
2494,,
2495,,
2496,,
2497,,
2498,,
2499,No,I have no radio
2500,,
2501,Yes,To get new words/ Vocabularies
2502,,
2503,,
2504,,
2505,,
2506,,
2507,,
2508,No,Because I will depend on school 
2509,,
2510,,
2511,No,I will depend on my school 
2512,,
2513,,
2514,No,I will be in school 
2515,,
2516,,
2517,Yes,To add more information 
2518,,
2519,Yes,Because both of them are good for education
2520,No,I will be at school
2521,,
2522,,
2523,No,I will be at school 
2524,,
2525,,
2526,,
2527,No,I Wii go to school 
2528,No,I will to school 
2529,No,I will be at school 
2530,Yes,To get more information 
2531,,
2532,Yes,To get information 
2533,Yes,Because to get more knowledge 
2534,Yes,To have more knowledge 
2535,No,I all concentrate on school
2536,No,Because school open
2537,No,I will be busy
2538,No,I will be busy
2539,No,I will be busy
2540,No,I will be busy
2541,No,I will be busy at school
2542,Yes,So that i get enough knowledge
2543,No,I will be busy
2544,Yes,I want to get news
2545,Yes,I need to learn enough knowledge
2546,No,Children will depend in school
2547,No,My children will be at school
2548,No,I will depend on school
2549,Yes,So that i get enough knowledge
2550,Yes,So that i get enough knowledge
2551,No,Because I will concentrate with my teachers in the classroom which I always understand better
2552,,
2553,,
2554,,
2555,Yes,Get news
2556,,
2557,,
2558,,
2559,Yes,Because I get knowledge through the radio.
2560,,
2561,,
2562,Yes,It helps one to benefit from what one has not got before.
2563,,
2564,,
2565,Yes,Because of the lessons are not taught in the school.
2566,No,Because the radio lessons are not effective.
2567,,
2568,,
2569,,
2570,,
2571,Yes,Because certain things that are not taught in the school are taught through the radio.
2572,Yes,Because there certain things that are taught in the radio and are not taught at school.
2573,,
2574,,
2575,,
2576,No,Because the radio lessons benefit a few learner's.
2577,,
2578,Yes,So that I can get more knowledge.
2579,,
2580,Yes,Because the radio lessons are educative.
2581,,
2582,No,Because the radio lessons are not effective as the normal radio lessons.
2583,Yes,Because some of these radio lessons are educative and hence tend to make one remember what was taught earlier on.
2584,No,Because radio lessons are difficult to understand and therefore are not effective.
2585,,
2586,Yes,"May cover things that are not taught in school.
Follow up questions to the teachers in the school"
2587,No,We shall be attending school lessons
2588,,
2589,,
2590,,
2591,Yes,To more additional explanation over radio while compare with actual lessons in the classroom.
2592,Yes,To add more knowledge from different people.
2593,Yes,Keep some fresh with different knowledge and ideas from different people.
2594,Yes,For more information
2595,,
2596,,
2597,,
2598,,
2599,,
2600,,
2601,,
2602,No,Power not available
2603,,
2604,,
2605,,
2606,,
2607,,
2608,,
2609,,
2610,,
2611,,
2612,,
2613,,
2614,,
2615,,
2616,,
2617,,
2618,,
2619,,
2620,,
2621,,
2622,No,I will be busy with study 
2623,,
2624,,
2625,,
2626,,
2627,,
2628,,
2629,,
2630,,
2631,,
2632,,
2633,,
2634,,
2635,,
2636,,
2637,,
2638,,
2639,,
2640,,
2641,,
2642,,
2643,,
2644,,
2645,,
2646,,
2647,,
2648,,
2649,,
2650,,
2651,,
2652,,
2653,,
2654,,
2655,,
2656,,
2657,,
2658,,
2659,No,Because what's being taught in school is better than radio lessons and also there shall be no time for radio lessons.
2660,,
2661,Yes,To get wide understanding from different sources
2662,No,Because what I will be getting from the school will be enough for me.
2663,,
2664,No,I don't like radio lessons
2665,No,Because there are not good
2666,,
2667,No,Radio lessons are More interesting
2668,No,Because it's not reliable for true learning
2669,,
2670,Yes,I will be using it as reference
2671,No,Because I will have no time for radio lessons
2672,,
2673,,
2674,,
2675,No,I will be engage in the school work
2676,No,Because I will be busy with the school work
2677,Yes,Because radio lessons are good reminder
2678,,
2679,,
2680,,
2681,,
2682,,
2683,Yes,Practices
2684,No,I will be in class for direct lessons
2685,No,No need
2686,No,Spend time in school
2687,,
2688,No,I will be busy in class with my Teachers
2689,,
2690,No,I don't have radio
2691,No,No need
2692,No,No time
2693,No,I will be learning in school
2694,,
2695,Yes,Maybe there can be additional message 
2696,No,No need since lessons are taken in classes
2697,No,Lack my own devices
2698,,
2699,,
2700,Yes,Further learning after classes
2701,No,Concentrate on class lesson
2702,Yes,Understand what I didn't learned well in school
2703,No,No radio
2704,,
2705,,
2706,,
2707,,
2708,,
2709,No,I will have no time
2710,,
2711,,
2712,,
2713,,
2714,,
2715,,
2716,,
2717,,
2718,,
2719,,
2720,,
2721,,
2722,,
2723,,
2724,,
2725,,
2726,,
2727,No,No radio 
2728,No,No radio
2729,,
2730,,
2731,,
2732,,
2733,,
2734,,
2735,,
2736,Yes,Provide that the lesson are still broadcast I will be listening
2737,,
2738,,
2739,,
2740,,
2741,,
2742,,
2743,,
2744,,
2745,,
2746,No,Because Schools are reopened.
2747,No,Because Schools are reopened.
2748,No,I will be attending to my classroom learning.
2749,,
2750,No,Because Schools are reopened.
2751,No,I will be busy in the class
2752,,
2753,,
2754,Yes,I feel that it is a good opportunity to take even radio to the class so that other learners can listen to it.
2755,Yes,It gives me new thing
2756,Yes,Because it gives more understanding of the lessons
2757,,
2758,Yes,That lesson is also good
2759,,
2760,,
2761,Yes,It will help me get additional lesson
2762,No,There will be no time for that
2763,Yes,They sometimes help add more information
2764,,
2765,Yes,It there time I will because it is additional lessons
2766,,
2767,No,No time for that
2768,,
2769,,
2770,,
2771,No,I will be busy in the school
2772,No,I will be busy in the school
2773,,
2774,No,No time to attend the lessons over radio because you will go to the garden and after you go to school
2775,Yes,Add knowledge from different sources 
2776,Yes,If its congratulations I will keep listening 
2777,No,They will be engage with classes
2778,Yes,Updates of the countries will be got over the radio
2779,,
2780,,
2781,Yes,To learn more 
2782,,
2783,Yes,To continue learning 
2784,,
2785,,
2786,Yes,To continue with education 
2787,,
2788,No,Concentration in lessons from teachers in the class 
2789,No,Children will concentrate in the lessons taught in the class
2790,No,Pupils will concentrate in schools to get lessons 
2791,No,I will concentrate in the class 
2792,,
2793,,
2794,Yes,To get updates about the countries
2795,Yes,Updates about things in the country
2796,,
2797,,
2798,,
2799,Yes,So that i get enough knowledge
2800,Yes,So that i get enough knowle
2801,Yes,So that i get new thing
2802,Yes,So that i get new ideas
2803,Yes,I will get enough knowledge
2804,Yes,So that i will help me to acqiure more knowledge
2805,Yes,Its good to Learn more
2806,Yes,So that i get news
2807,Yes,Because covid 19 still
2808,,
2809,Yes,So that my children can learn more
2810,Yes,So that my kids can learn more
2811,No,I will be fully engaged in school
2812,No,I will have no time to listen to the radio
2813,,
2814,,
2815,,
2816,,
2817,,
2818,,
2819,,
2820,,
2821,,
2822,,
2823,,
2824,,
2825,,
2826,,
2827,,
2828,,
2829,,
2830,,
2831,Yes,To learn more
2832,Yes,To get More knowledge
2833,Yes,To improve my performance
2834,,
2835,Yes,To gain more information
2836,Yes,To learn more things
2837,,
2838,,
2839,,
2840,,
2841,,
2842,,
2843,,
2844,,
2845,,
2846,,
2847,,
2848,,
2849,,
2850,,
2851,,
2852,Yes,Just for latest and news 
2853,Yes,Because to updated me with latest 
2854,,
2855,,
2856,,
2857,,
2858,Yes,Because to updated us on going news and latest 
2859,No,Because school already open 
2860,,
2861,Yes,Just to updated my self with news 
2862,No,Because school is open 
2863,No,Because the school are open
2864,No,Because I will be busy with study 
2865,,
2866,,
2867,,
2868,,
2869,,
2870,,
2871,,
2872,,
2873,,
2874,Yes,Listen to it in the evening while in the morning I will attend classes in the school
2875,Yes,Gain more knowledge
2876,No,I will be busy
2877,,
2878,,
2879,Yes,To keep informed
2880,Yes,To gain more knowledge
2881,,
2882,,
2883,,
2884,No,I would be busy with my study.
2885,No,I will be busy in the school
2886,,
2887,,
2888,Yes,Because it will give me additional information
2889,,
2890,No,I will be busy in the school
2891,Yes,It will be a kind of revision
2892,,
2893,,
2894,,
2895,,
2896,,
2897,No,Because the students will take lessons directly
2898,,
2899,,
2900,,
2901,,
2902,,
2903,,
2904,,
2905,,
2906,,
2907,,
2908,,
2909,,
2910,,
2911,,
2912,,
2913,,
2914,,
2915,,
2916,,
2917,,
2918,,
2919,,
2920,Yes,Because to get New information
2921,Yes,If it's there I will keep listening 
2922,Yes,Can help the students to get all the information from the school and over the radio 
2923,,
2924,,
2925,,
2926,,
2927,,
2928,,
2929,,
2930,No,I will be busy with my lessons in the school
2931,,
2932,,
2933,,
2934,,
2935,,
2936,,
2937,,
2938,,
2939,Yes,To add more information 
2940,Yes,Because to more information 
2941,Yes,I.will.get some thing 
2942,,
2943,,
2944,,
2945,,
2946,,
2947,,
2948,No,I will depend on school 
2949,,
2950,Yes,To increases my knowledge 
2951,Yes,To get more information 
2952,,
2953,,
2954,,
2955,,
2956,,
2957,,
2958,,
2959,,
2960,,
2961,,
2962,Yes,Because I like listening to the radio
2963,No,"I don't, listen radio "
2964,,
2965,,
2966,,
2967,Yes,Because there are some things new you can learn from radio lessons
2968,Yes,Because there are so many things one can learn from radio lessons
2969,,
2970,,
2971,,
2972,Yes,There are some new things one may learn from the radio lessons
2973,No,Because k will be engage with school work
2974,,
2975,,
2976,,
2977,,
2978,Yes,Because to follow up what our counterparts teachers are teaching
2979,,
2980,,
2981,Yes,Because there are some new things you may learn from the radio lessons
2982,Yes,Some time you may learn some new things over the radio
2983,,
2984,,
2985,,
2986,,
2987,,
2988,,
2989,Yes,To get more 
2990,,
2991,No,No time for that
2992,No,I will be busy in school
2993,No,Busy in listing to teachers in the class
2994,Yes,Only for continuation after school
2995,No,Is will be busy in school
2996,No,No need
2997,No,Teacher would be there
2998,No,Because teachers will resume thier normal duties of be in the classrooms
2999,Yes,We use to listening to news through radios
3000,No,Because there will be actual learning talking place between teachers and learners.
3001,Yes,We should have face to face interaction with our teachers
3002,Yes,Because it is good
3003,,
3004,No,"There is time for school and if the programs would be taken to late hours in the evening, then no problems"
3005,,
3006,No,No need
3007,No,No need
3008,No,There is no benefit since the children do not follow the radio programs
3009,,
3010,,
3011,,
3012,,
3013,No,There would be no need
3014,No,There is no need
3015,,
3016,,
3017,No,No need 
3018,No,Because there would be no need since the students will be learning from their various schools
3019,,
3020,Yes,For my further information about Country
3021,No,I will be busy with my school work
3022,Yes,They add additional know
3023,,
3024,,
3025,,
3026,No,No need
3027,No,There is no need
3028,,
3029,,
3030,,
3031,,
3032,,
3033,No,No need to listen to the radio
3034,No,Because I will concentrate on my class lessons
3035,No,I will engage doing my class homework
3036,No, Children will engage doing their lessons in the schools
3037,No,I will busy with my class homework
3038,,
3039,,
3040,,
3041,,
3042,,
3043,Yes,Just for Additional information
3044,Yes,For news
3045,,
3046,,
3047,,
3048,Yes,To get additional knowledge
3049,Yes,For more information
3050,,
3051,,
3052,Yes,For further information
3053,,
3054,,
3055,Yes,Because of my additional knowledge and information plus other programs
3056,,
3057,Yes,To add more knowledge
3058,,
3059,,
3060,,
3061,,
3062,Yes,To get more knowledge
3063,No,I will be busy 
3064,,
3065,,
3066,,
3067,,
3068,,
3069,,
3070,No,Because we are not getting anything
3071,,
3072,,
3073,,
3074,,
3075,,
3076,No,They have nothing to do with learn and it's the capicity of the children
3077,,
3078,,
3079,,
3080,,
3081,No,IAM not getting any ideas
3082,Yes,Music
3083,No,I will be concentrating on studies
3084,,
3085,,
3086,,
3087,,
3088,,
3089,,
3090,,
3091,,
3092,No,I will concentrate on reading
3093,,
3094,No,No time 
3095,Yes,Get updates of the country.
3096,Yes,Keeps updated about the country news.
3097,Yes,Get updates about the counties and the worldwide
3098,Yes,Updates about and knowledge from different teachers
3099,Yes,To catch up
3100,,
3101,No,Because schools will reopen
3102,Yes,More knowledge from radio lesson
3103,,
3104,Yes,To catch up with other subjects
3105,Yes,Because after school lesson you can listen to radio lesson
3106,No,Because the school is opened
3107,No,She doesn't understand radio lesson
3108,,
3109,No,Updates about the countries and news of what is happening
3110,Yes,News will be got over the radio 
3111,No,They will concentrate on lessons with their teachers
3112,,
3113,,
3114,,
3115,,
3116,,
3117,No,I will be busy in the schools teaching unless time various
3118,Yes,Because of education need more information from radio coverage
3119,Yes,It can givemore information about the school 
3120,No,Because students will join school learning activities
3121,No,Students will be engaged in practical
3122,Yes,Additional knowledge
3123,,
3124,,
3125,Yes,Additional knowledge
3126,,
3127,Yes,Additional knowledge
3128,Yes,Additional knowledge
3129,,
3130,,
3131,No,I will be engage with class 
3132,,
3133,,
3134,,
3135,,
3136,,
3137,,
3138,,
3139,,
3140,,
3141,,
3142,,
3143,Yes,Because it's keeping me with latest 
3144,Yes,Because it's keeping me with latest and news 
3145,,
3146,,
3147,,
3148,Yes,Increases my knowledge
3149,,
3150,,
3151,Yes,It increases my knowledge
3152,,
3153,No,I understand it well
3154,,
3155,,
3156,,
3157,,
3158,,
3159,,
3160,,
3161,Yes,To get more information
3162,,
3163,,
3164,,
3165,Yes,Because radio lessons are interesting.
3166,No,Because I am teaching in the school.
3167,,
3168,Yes,Because of radio lessons are good for me.
3169,,
3170,,
3171,No,Because school is opened.
3172,No,Because I shall be following school lessons.
3173,,
3174,,
3175,Yes,Because I shall continue listening to radio lessons.
3176,No,Because the school are opened.
3177,Yes,Because to remember many things about the world.
3178,No,Because school has been opened.
3179,Yes,Because to remember and learn more things.
3180,Yes,Because of CoVID 19 social distancing.
3181,Yes,Because of radio lessons are good.
3182,,
3183,Yes,Because they are good for studies.
3184,No,Because I shall be in the school studying.
3185,,
3186,,
3187,,
3188,,
3189,Yes,Because it is still helpful.
3190,,
3191,Yes,Because to learn more things over the radio lessons.
3192,,
3193,No,Because the school is opened.
3194,Yes,Because to listen to radio news.
3195,,
3196,Yes,Because of the news about the world.
3197,,
3198,Yes,Because it is educative.
3199,No,Because the school is opened.
3200,,
3201,,
3202,No,Because the school is opened.
3203,,
3204,No,Because the school is opened.
3205,,
3206,,
3207,Yes,Because some teachers wanted to learn more about radio lessons.
3208,Yes,Because of CoVID 19 awareness.
3209,,
3210,Yes,Because radio lessons are helping me to understand some difficultiy topics.
3211,,
3212,,
3213,,
3214,,
3215,,
3216,,
3217,Yes,To get more information
3218,,
3219,No,No time for me to listen to radio
3220,No,Pupils should concentrate on school work
3221,Yes,To get more knowledge
3222,,
3223,,
3224,,
3225,,
3226,,
3227,Yes,New ideas are learnt through radios
3228,,
3229,,
3230,,
3231,,
3232,,
3233,,
3234,,
3235,,
3236,,
3237,,
3238,,
3239,,
3240,,
3241,,
3242,,
3243,,
3244,,
3245,,
3246,,
3247,,
3248,,
3249,,
3250,,
3251,,
3252,,
3253,Yes,Because radio lesson will be as extra lesson to that of school
3254,Yes,Should continue because children can learn from both classroom and radio since they have missed a lot during the covid 19
3255,Yes,To add extra lesson to the classroom lesson
3256,,
3257,,
3258,Yes,It provide extra lesson to the learners and encourage them to revised their book
3259,,
3260,,
3261,,
3262,,
3263,,
3264,,
3265,,
3266,Yes,It is educative to pass time at my age
3267,No,Because the school is open no time.
3268,,
3269,,
3270,,
3271,,
3272,No,I prefer physically lessons in class room to radio
3273,No,I will send all my children to school
3274,No,I will be attending classes every day
3275,,
3276,No,Hard to get radio
3277,,
3278,,
3279,,
3280,,
3281,,
3282,,
3283,,
3284,,
3285,,
3286,,
3287,,
3288,,
3289,,
3290,,
3291,,
3292,,
3293,,
3294,,
3295,No,because am  very far from my friend.
3296,No,i don't LIke radio lesson
3297,Yes,no
3298,Yes,to news
3299,No,No need
3300,,
3301,,
3302,,
3303,,
3304,,
3305,,
3306,,
3307,,
3308,,
3309,,
3310,,
3311,,
3312,,
3313,,
3314,,
3315,,
3316,No,There will be no time when schools reopen.
3317,Yes,there are other things that one does not understand in class and the radio can help.
3318,,
3319,,
3320,,
3321,Yes,I need to learn more on radio when I don't understand in class.
3322,,
3323,,
3324,No,More concentration.
3325,,
3326,,
3327,,
3328,No,More studies in the school.
3329,No,Teaching will be continuing
3330,No,School opened why should I learn in radio teaching.
3331,No,Because I will be back to my jobs
3332,No,Because I will be getting my lessons in the Class
3333,,
3334,,
3335,,
3336,No,Because children are for face to face lessons
3337,,
3338,,
3339,,
3340,,
3341,,
3342,Yes,To continue learn more 
3343,,
3344,,
3345,,
3346,,
3347,,
3348,,
3349,,
3350,,
3351,,
3352,,
3353,,
3354,,
3355,,
3356,Yes,If I  came across interesting lessons 
3357,,
3358,No,I will send all my children to learn from school
3359,No,Because I will be going to school
3360,No,She will concentrate with her teachers in physical teaching in the classroom
3361,,
3362,No,I will be in the class 
3363,No,Will be in the class 
3364,Yes,At free time 
3365,,
3366,Yes,In a deee time 
3367,,
3368,,
3369,,
3370,No,Will be in the school
3371,Yes,To add my knowledge 
3372,,
3373,,
3374,,
3375,Yes,When I am free 
3376,No,No time becouse I will be in class 
3377,,
3378,,
3379,Yes,To gain more information about the school
3380,,
3381,Yes,To get More knowledge
3382,No,No disease
3383,,
3384,No,Because I'm not getting what they are saying
3385,Yes,To add more knowledge
3386,,
3387,,
3388,Yes,To keep me updated
3389,,
3390,No,I don't understand the radio teaching well.
3391,,
3392,No,Because there will be no time
3393,Yes,Yes because it is giving alot of knowledge
3394,,
3395,,
3396,No,Because I will be moving to school no time and I will concentrate on my notes from school
3397,No,Because school is open so their is no need for listening on the radio again
3398,,
3399,,
3400,No,Because of the Covid-19
3401,,
3402,No,As a teacher I will be busy in the class
3403,No,I will be busy in the class
3404,No,I will be busy in the class
3405,,
3406,,
3407,Yes,Because I am not a student
3408,,
3409,No,I will be busy in the school
3410,No,I will be busy in the school
3411,No,I will be busy in the school
3412,,
3413,,
3414,,
3415,Yes,To compare radio and school lessons
3416,,
3417,No,No need
3418,No,More school works
3419,No,School bas opened
3420,No,School has opened
3421,Yes,Radio lesson clear
3422,Yes,Good
3423,No,School has opened
3424,,
3425,No,School has opened
3426,,
3427,,
3428,,
3429,,
3430,,
3431,,
3432,Yes,To practice english language.
3433,,
3434,,
